appid,name,price,positive_ratings,negative_ratings,total_ratings
1026380,Overture Music Visualization,7.19,5,0,5
1026390,Magic Heart,1.69,3,2,5
1026400,TAMASHII,3.99,27,1,28
1026560,LOGistICAL 2: USA - Nevada,7.19,1,0,1
1026810,A Story of Us - ep. 1 - First Memories,4.79,1,1,2
1026820,Coloring Game,0.00,432,22,454
1026880,FIREGROUND,2.89,6,4,10
1026900,Spattle Cats,3.99,0,2,2
1026910,Memorise'n'run,0.79,1,0,1
1026940,Hei,3.99,3,0,3
1026960,Professional Thief,0.79,3,2,5
10270,Disciples III: Reincarnation,9.99,618,252,870
1027110,Retro Racing City,0.79,3,1,4
1027200,Cold Bite,0.79,2,2,4
1027480,Birth of a Hunter,0.00,5,3,8
1027550,Bikini Surfer Girl - Wild Wahine,3.99,1,0,1
1027700,Shmup Moments,2.09,3,2,5
1027720,Push Pull,2.09,6,0,6
1027800,Fly Flew Flown,2.09,0,1,1
1027890,CPU Architecture Sim,1.69,0,2,2
1027930,Keystones,0.79,1,0,1
1027960,World Peace Simulator 2019,3.99,1,0,1
1027980,Space mining clicker,3.99,17,7,24
1027990,Antenna Dilemma,0.00,15,1,16
102810,Gatling Gears,7.99,87,20,107
1028130,Gamble Fight Plus,7.19,41,21,62
1028160,222,1.69,4,4,8
1028170,Tahko Alpine Ski,0.00,22,4,26
1028250,Magic Gun,2.89,2,0,2
1028300,Katana Soul,2.09,10,0,10
1028340,Spare Teeth VR,7.19,1,1,2
1028360,Robo Miner 2,2.89,0,1,1
1028380,Data mining 6,0.79,1,0,1
102840,Shank 2,7.19,1707,373,2080
1028410,Don't Look Back - VR,1.69,0,4,4
1028460,Spellcasting Collection,4.79,1,0,1
1028480,Minskies,3.99,1,0,1
1028490,Radical Rex,3.99,3,0,3
102850,Warp,7.99,199,74,273
1028520,Brave Battle Saga - The Legend of The Magic Warrior,3.99,2,1,3
1028550,Sinewave,3.99,3,0,3
1028570,Lofi Ping Pong,3.99,47,3,50
1028610,Shift Shaft,4.79,5,0,5
1028730,Creo God Simulator,11.39,9,1,10
1028750,Ultimate Logic Puzzle Collection,0.00,10,4,14
1028760,Snow Battle Princess SAYUKI , 雪ん娘大旋風,14,1,15
1028810,The Cellar,2.89,7,6,13
1028820,Horror Stories,2.89,3,3,6
1028830,Destiny Hunter,11.39,0,3,3
1028860,Star Chef: Cooking & Restaurant Game,0.00,8,13,21
1028880,Mistero a Villa MilaFlora,0.79,3,1,4
1028930,It Moves,0.00,106,14,120
1028940,DHARMA: THE SWAN,6.19,14,2,16
1028950,Transhaping,10.29,1,0,1
1028990,Maze Of Time,1.69,0,1,1
1029000,Hentai Story,0.79,33,3,36
1029040,Baby Redemption,3.99,8,1,9
1029050,Dodge Diego,0.79,2,0,2
1029070,Spark of Light,4.79,10,0,10
1029080,Nowhere Station,5.79,19,0,19
1029110,Trash Time,0.00,20,0,20
1029130,Sordwin: The Evertree Saga,3.99,7,0,7
1029150,Totem Force,3.99,2,1,3
1029160,Sunset Planet,0.99,8,2,10
1029340,Stream Animals,7.19,3,0,3
1029380,Monster Hunting... For Love!,2.89,10,0,10
1029470,Angry Farm,2.89,1,1,2
1029500,中华三国志 the Three Kingdoms of China,0.00,400,60,460
1029600,Purple Deathmatch,0.79,1,2,3
1029630,Power & Revolution 2019 Edition,39.99,50,63,113
1029660,Athletics Games VR,2.09,3,2,5
1029790,Qubes,3.99,6,0,6
1029840,Ne Touchez Pas 5,0.79,1,0,1
1029860,Amber's Airline - 7 Wonders,10.29,7,1,8
1029920,Twinship,0.79,10,4,14
1029930,Bud Blitz,2.89,0,1,1
1029970,Dig Deep,0.00,28,0,28
1029980,UBERMOSH Vol.7,13.99,49,1,50
1030090,Legend of GBC Tycoon GBC土豪金传说,2.89,23,0,23
1030190,Amaranthine Voyage: The Orb of Purity Collector's Edition,10.29,1,0,1
1030240,Dino Tour VR,0.00,4,3,7
1030280,翔的堕落人生,1.69,22,52,74
1030360,Midnight Evil,7.19,5,1,6
1030380,Real Fishing VR,10.29,7,7,14
1030520,Grater,1.69,2,0,2
1030530,Eleven Islands,4.79,3,0,3
1030580,Your Future Self,3.99,25,0,25
1030730,VIP Shuttle,0.00,2,3,5
1030960,Land War,4.00,5,0,5
1030970,Dream rose,3.99,5,0,5
1031110,Unroaded,0.00,93,5,98
1031140,The Horus Heresy: Legions,0.00,155,65,220
1031200,Mad Gun Range VR Simulator,7.19,2,0,2
1031290,Grove flowers,0.79,3,1,4
1031320,Malevolence,7.19,2,0,2
1031330,Lyratha: Labyrinth - Survival - Escape,6.19,8,2,10
1031440,TOKYO CHRONOS,30.99,55,2,57
1031480,東方幕華祭 春雪篇 ～ Fantastic Danmaku Festival Part II,10.29,619,19,638
1031540,aMAZE Lunar,0.79,10,5,15
1031550,Lovers ' Smiles 2,1.69,6,0,6
1031570,Hookshot,1.69,2,4,6
1031580,4DSnake,5.19,1,0,1
1031590,The Adventures of Perseus,3.99,5,1,6
1031640,Super Orb Collector,1.69,3,2,5
1031660,Mango Cart,6.99,4,1,5
1031700,Survivor,0.00,32,9,41
1031770,Воин Хинора,1.69,4,0,4
1031810,КАНДИДАТ,0.79,6,6,12
1031840,Shop Battle,0.79,1,0,1
1031850,The Witchcraft of Skysword - 天翔と剣のウィッチクラフト,3.99,1,0,1
1031910,The Path To Die,13.49,8,0,8
1031920,Симулятор Сидения у Подъезда,0.79,9,2,11
1032020,Shantalia and Corali'hulu,0.80,8,2,10
1032090,War of Power: The Last Fight,5.79,2,0,2
1032140,Let's Worm,0.79,0,1,1
1032210,2014.Aftermath,4.99,1,1,2
1032230,Bob's Cat Challenge,1.69,3,0,3
1032240,Line Loops - Logic Puzzles,4.99,1,1,2
1032260,Dodge This!,0.79,3,3,6
1032340,Gekido Kintaro's Revenge,9.99,18,5,23
1032430,Blood Trail,19.49,197,76,273
1032510,Balance Roll,2.89,6,1,7
1032520,JermaSlots,0.00,110,7,117
1032560,Faux,2.09,3,1,4
1032570,Pilot Unknown,7.19,3,1,4
1032580,Eldritch Academy,9.29,1,0,1
1032660,Romans from Mars (Free-to-Play),0.00,2,1,3
1032730,Sticks And Bones,7.19,17,1,18
1033230,Sheep Collision,8.29,2,2,4
1033360,Bears in Tanks,0.79,1,0,1
1033580,Nano Driller,1.69,8,1,9
1033650,寄给明日的希望,2.89,22,3,25
1033710,Froggo,0.79,0,1,1
1033880,Press F to pay respects,0.79,12,3,15
1034030,Bashed.OS,2.89,2,0,2
1034120,GACHIMUCHI The Card Game,0.99,2,2,4
1034160,Extreme Racing on Highway,1.69,2,2,4
1034200,Its Simple, SHOOT,0.00,37,0,37
1034230,***,0.79,1,2,3
1034240,The Far Kingdoms: Awakening Solitaire,3.99,1,0,1
1034250,The far Kingdoms: Winter Solitaire,3.99,5,1,6
1034260,The Far Kingdoms: Sacred Grove Solitaire,3.99,1,0,1
1034270,Luxor Solitaire,3.99,4,1,5
1034280,Greed 3: Old Enemies Returning,6.99,9,1,10
1034440,Roach Killer,4.79,1,2,3
1034560,Tales of Nebezem RPG: Red Peril,2.89,3,0,3
1034610,In.My.Mind,10.29,2,1,3
1034740,Hard Light Vector,0.00,23,8,31
1034830,oscar and paul,0.79,0,1,1
1034880,DoraKone,0.00,5,0,5
1034950,Mad Princess: The Great Gladiators,13.99,2,1,3
1035190,Zombies In The Forest,5.19,6,3,9
1035260,A Game For You, Josh,2.09,1,0,1
1035270,Furry Chronicles,2.09,1,2,3
1035280,Stoppa!,3.99,1,0,1
1035310,Outbreak: Lost Hope,11.39,3,1,4
1035410,xMoon,15.49,1,0,1
1035490,EURGAVA™ - Tomb of Senza,7.19,4,0,4
1035610,Hentai Mosaique Vip Room,1.69,149,6,155
1035640,I Support Breast Cancer Research,7.19,1,0,1
1035700,Reflections ~Dreams and Reality~,11.39,1,1,2
1035750,文字獄,0.00,54,8,62
1035800,Mistress of Maids: First Castle,0.00,28,1,29
1035860,Super Space Jump Man,1.69,3,1,4
1035890,vApe Escape,0.00,19,2,21
1035900,Prison Escape,1.69,0,1,1
1035920,Chocolate makes you happy: Lunar New Year,0.79,4,3,7
1035930,Nyasha,0.79,32,6,38
1035960,Recycler's Terminal,0.79,1,1,2
1036000,The Ploshers,5.79,5,2,7
1036030,EscapeRoute,5.19,1,0,1
1036200,Song Animals,0.00,14,4,18
1036270,Bug Aviators in Theme Park,0.00,10,6,16
1036400,Mage VR: The Lost Memories,11.39,0,2,2
1036420,Command: Desert Storm,15.49,2,2,4
1036490,Space Smash,0.79,6,0,6
1036530,A way up!,3.99,4,1,5
1036580,National Park Girls,3.99,42,0,42
1036600,Junglex,0.79,17,4,21
1036660,MiniGolf Maker,5.19,5,1,6
1036780,Pokris,0.79,1,0,1
1036820,Marvin The Hatter,1.69,1,1,2
1036840,Cat Defense,0.79,1,1,2
1036850,Auf Abwegen,0.00,105,40,145
1036870,Night Catcher,2.09,16,1,17
1036900,Seven Bullets Zombie Apocalypse,0.79,13,0,13
1036910,€100,0.79,11,2,13
1036920,DooM in the Dark,4.79,4,4,8
1036950,Super Jigsaw Puzzle: Generations,0.00,18,4,22
1036960,阿津,0.00,46,0,46
1036980,Mysteries of the Undead,3.99,0,1,1
1036990,Royal Gems,3.99,2,0,2
1037100,You Died but a Necromancer revived you,7.99,15,0,15
1037110,GoK,7.19,15,1,16
1037140,Mow Problem,2.99,1,1,2
1037150,Zakk Hazard The Deadly Spawn,2.09,3,0,3
1037190,Shipped,5.20,296,2,298
1037270,酔いどれクイズshow 標鍛,2.09,1,0,1
1037330,Senpai Teaches Me Japanese: Part 1,9.29,4,0,4
1037350,Back to 1998,7.19,6,1,7
1037430,Hell Hole,2.09,1,1,2
1037480,Classic Racers,4.79,22,1,23
1037540,Brave knight runner,0.79,1,0,1
1037560,Fat Prisoner Simulator,0.79,45,6,51
1037840,Running Ninja,0.79,3,2,5
1037850,Pirate Cannons AHOY!,0.79,1,0,1
1037920,Infinitely up,0.79,13,2,15
1037950,迷宫战争(Maze Wars),2.89,3,3,6
1038100,Trap for Winners,7.19,5,1,6
1038240,RainDesktop,2.89,13,5,18
1038620,House of 1000 Doors: Evil Inside,5.19,1,3,4
1038630,Eternal Journey: New Atlantis,5.19,1,0,1
1038670,Mind's Eye: Secrets of the Forgotten,5.19,0,1,1
1038680,凯旋岛,5.79,4,1,5
1038830,Author Clicker,1.69,0,3,3
1039060,pepeizq's Cities,5.00,0,1,1
1039080,Brood,3.99,6,1,7
1039200,Poggers,2.09,3,0,3
1039330,NOTE : a Composer and a Note,3.99,13,2,15
1039350,StoneTide: Age of Pirates,7.19,7,2,9
1039370,Draw With Unknown,0.79,32,10,42
1039380,Bunny Parking,2.09,7,1,8
1039470,Over My Dead Pixel,3.99,12,0,12
1039560,Amanda's Sticker Book 2 - Amazing Wildlife,2.09,6,4,10
1039570,Find the Oil Racing Edition,1.69,0,1,1
1039800,BlueGlow,0.79,1,0,1
1039860,Lifeless Vanguard,11.39,1,0,1
1039870,Survival Frenzy,11.39,20,15,35
1039910,BUCKLER 2,3.99,1,0,1
1040000,SpaceBullet,1.69,1,0,1
104000,iBomber Defense,2.99,148,51,199
104020,Storm in a Teacup,2.99,91,38,129
1040430,Adventure Climb VR,0.00,18,5,23
1040450,The King's New Castle,5.79,3,0,3
1040490,Prologue for a Vacant Kingdom,0.00,38,0,38
1040590,Killer Chambers,3.99,15,2,17
1040610,Zero One / 杀戮世界,1.69,5,1,6
1040720,The Color of the Roses,5.79,3,0,3
1040810,Attack Noids,2.89,3,1,4
1040890,Slime Simulator Games,0.00,2,1,3
1040940,Protocol VR,15.49,8,4,12
104100,Inside a Star-filled Sky,4.99,53,24,77
1041060,Future Futures - Command Z,0.00,2,0,2
1041130,Darkest Depths,7.19,6,0,6
1041140,Chill II,0.79,1,2,3
1041160,Observers,3.99,1,0,1
1041270,Exogenesis ~Perils of Rebirth~,23.79,1,0,1
1041300,Human Sacrifice,5.79,1,2,3
1041390,Legend of Cina,1.69,1,0,1
1041400,Fight Angel/格斗天使,15.49,56,3,59
1041450,RRRR2,8.29,16,0,16
1041500,Dead Quest,3.99,6,0,6
1041670,Money Bath VR / 札束風呂VR,3.99,7,5,12
1041710,模拟帝国,2.89,7,24,31
1041760,Brother & Sister,1.69,17,3,20
1041890,iMemory,0.79,2,0,2
104200,BEEP,1.59,4036,731,4767
1042030,Nyasha Winter,0.79,2,1,3
1042070,Infinitely up 2,0.79,13,0,13
1042090,Melting pot.,1.69,2,0,2
1042110,BreakFest,3.99,1,0,1
1042150,Data mining 7,0.79,1,0,1
1042230,Zeta Complex,0.00,7,0,7
1042290,Duckumentary,1.69,2,1,3
1042310,Glacial,0.79,1,2,3
1042330,Tricky Cat,0.79,12,0,12
1042460,Newt's Voyage,0.00,8,1,9
1042470,It's Too Rainy Day,0.79,1,1,2
1042570,Human Rights,0.00,8,0,8
1042750,Night shot,1.69,2,3,5
1042900,Borderlight,0.79,1,1,2
1043020,Dust On Wheels,1.69,0,1,1
1043030,长天 Long Sky,0.79,1,1,2
1043040,Picross Floof,2.09,1,1,2
1043120,Bowling Over It,4.79,3,1,4
1043160,You Versus 27 Elves,3.99,1,0,1
1043180,Lovers of Aether,0.00,651,29,680
1043200,International Affairs,10.29,4,0,4
1043340,No Time,11.39,10,0,10
1043350,1406,4.79,15,11,26
1043360,Massive Effect,0.79,3,0,3
1043380,The Trials of Olympus III: King of the World,3.99,1,0,1
1043470,弹幕那个恶人,1.69,11,1,12
1043480,Destruction,1.00,1,0,1
1043500,Tree Simulator 2020,0.79,34,2,36
1043510,Hotdog Man,0.79,2,0,2
1043560,Static,3.99,5,0,5
1043580,PipeWorks,3.99,3,0,3
1043610,Cold Cable: Lifeshift,0.79,3,2,5
1043680,丛林掠夺/Woods Looting,7.19,10,3,13
1043730,Pixvault,3.99,1,0,1
1043740,Magnetized knight,3.99,0,1,1
1043760,涅槃之路,0.79,6,1,7
1043890,Tipping Point,2.89,1,0,1
1044170,Lord of the click,1.69,8,12,20
1044200,Wasteland Survival,0.00,277,265,542
1044240,VR health care (shoulder joint exercise): Apple Grove Picking Games,5.19,0,1,1
1044340,The 7th Guest: 25th Anniversary Edition,7.19,22,14,36
1044350,The Crater,8.29,5,2,7
1044450,Hentai Waifu,0.79,33,1,34
1044530,Enter Synapse,1.69,1,1,2
1044630,Choice of the Dragon,3.99,1,5,6
1044640,Mundus - Impossible Universe,3.99,3,2,5
1044770,Goddess of Math 数学女神,0.79,9,1,10
1044830,AoT: Attack on Titanous The Game,3.99,0,3,3
1044840,Moonstone Crossroads,7.19,4,0,4
1044920,Grand Battle,15.49,7,4,11
1044950,Picross Hansel and Gretel - Nonograms,3.99,0,2,2
1045010,Россия 2019,0.79,21,0,21
1045020,Blanket Heavy With Nightmares,0.00,14,0,14
1045080,Curious Cases,5.19,45,9,54
1045130,Raatihuone,0.00,3,0,3
1045140,ESKO,0.00,3,0,3
1045220,Cyber Rage Retribution,7.19,1,1,2
1045300,Prismatic Maze,3.99,2,1,3
1045530,Stupid Quest - Medieval Adventures,3.99,4,0,4
1045740,Hit&Run VR baseball,4.79,0,3,3
1045850,The Walsingham Files - Chapter 1,0.00,11,1,12
1045930,1vs1: Battle Royale for the throne,2.09,11,0,11
1046030,ISLANDERS,4.79,1490,77,1567
1046070,Helltower,3.99,2,0,2
10460,The Club™,9.99,47,50,97
1046110,Shadow Runner,2.89,0,1,1
1046230,Soccer Player Simulator,0.79,32,7,39
1046240,Creature Hunt,11.39,5,8,13
1046330,BUTCHERBOX,0.79,4,0,4
1046370,Meaty McSkinBones,0.00,8,5,13
1046430,Unreal Maze Survival,0.79,3,1,4
1046490,Easy Shooter,0.00,13,9,22
1046530,Universe 24,5.79,3,1,4
1046560,Sounds of Talent: Kpop Adventure,7.19,0,1,1
1046670,Delirium VR,5.79,2,0,2
1046750,Extinction: Alien Invasion,3.99,5,3,8
1046820,I'm on Observation Duty,1.69,19,1,20
1047120,Gorilla Unko,0.79,2,0,2
1047140,THE SOUL HUNTER,0.79,11,5,16
1047160,ItazuraVR Safe for Work,3.99,3,0,3
1047190,Lantern of Worlds - The Story of Layla,0.00,4,0,4
1047240,Game club Waka-Waka,2.09,22,5,27
1047670,Real Life Battle Royal: It's gonna be an... EPIC game,2.09,9,5,14
1047680,ALILIA-亚利利亚的精灵们,2.89,86,0,86
1047720,Dolphin Swim,0.00,8,6,14
1047780,Die Already,0.79,1,0,1
1047910,Slow.Bullet VR,0.00,0,1,1
1047960,TOK 2,0.79,19,1,20
1048000,Monster Girl Fantasy,6.99,4,1,5
1048040,Exosphere,0.00,14,7,21
1048080,aMAZE Easter,0.79,4,4,8
1048100,Peekaboo,3.99,59,3,62
1048170,Latangerine Last Journey,0.80,1,2,3
1048260,Super Catscape,3.99,0,1,1
1048320,都市恐怖故事,2.09,3,1,4
1048410,Becoming a Dandelion Spore,2.09,0,2,2
1048470,迷雾 The Mist,2.09,5,1,6
1048570,In the Pause Between the Ringing,0.00,6,4,10
1048640,At Home,3.99,3,9,12
1048830,Horse Riding Tales,0.00,22,15,37
1048850,Jelly Blocks,2.09,2,0,2
1048920,The Jolly Gang's Misadventures in Africa / Масяня в полной Африке,5.19,4,0,4
1048960,Leaf,11.39,5,1,6
104900,ORION: Prelude,0.79,22057,7558,29615
1049040,Wind Force,10.29,1,2,3
1049070,Fidelity,1.69,17,2,19
1049080,Candy Adventure,5.79,2,2,4
1049090,Virtual Arctic Expedition,4.79,2,0,2
1049140,The Cinema Rosa,9.99,10,2,12
1049230,Gray Memory,2.09,1,1,2
1049270,The Prison,5.79,2,0,2
1049370,F18 Carrier Landing,3.99,0,2,2
1049420,Hotel Tutwin,0.00,8,1,9
1049660,stein.world,0.00,47,39,86
1049680,Snipiyo / スナイピヨ,1.69,1,1,2
1049730,Callisto,3.99,1,3,4
1049800,BLOCKADE Classic,0.00,256,141,397
1049840,Haramatia,2.79,1,1,2
1049910,Onslaught: Armoured Assault,3.99,4,1,5
1049930,Frank and 10 roots,2.89,1,0,1
1049950,Arena Stars,0.00,52,29,81
105000,A New Beginning - Final Cut,7.99,1000,314,1314
1050010,Even For Eternia,6.19,5,0,5
10500,Total War: EMPIRE – Definitive Edition,19.99,14928,1719,16647
1050150,Sexy Miss,13.99,0,2,2
1050190,Fast Travel: Loot Delivery Service,0.00,2,0,2
1050210,The Superlatives: Shattered Worlds,4.79,2,1,3
1050230,Dodge Bubble,0.79,21,1,22
1050240,MiniGolf,2.99,2,3,5
1050430,UNI TURRET,1.69,1,0,1
1050470,VR health care (aerobic exercise): VR sport and cycling in Maya gardens,13.49,1,0,1
1050690,火柴人和七色彩虹 Stickman's Rainbow,0.79,2,0,2
1050730,Uriel’s Chasm 3: Gelshock,3.99,6,0,6
1050760,Shadow Run,0.79,0,1,1
1050870,Pigocefal,2.09,2,1,3
105100,Lume,4.79,206,251,457
1051130,Trial of the Towers,0.00,14,6,20
1051160,Snowball Rush,0.79,7,1,8
1051170,家园/HOME,0.79,8,3,11
1051250,Try To Survive,0.79,12,13,25
1051280,Ballista Legend,3.99,1,0,1
1051310,Paper Dolls: Original / 纸人：第一章,13.49,221,103,324
1051500,Digital Diamond Baseball V8,13.49,2,0,2
1051530,HELPLESS ZOMBIES,1.69,1,0,1
1051810,VCB: Why City 4k,3.99,17,5,22
1051830,House of Evil 2,10.29,5,9,14
1051840,Paradox Vector,2.09,1,1,2
1051890,BLOCKADE War Stories,11.39,11,6,17
1052010,Heidentum,4.79,0,1,1
1052070,Burning Daylight,0.00,689,78,767
1052220,GlassSmash,1.69,1,1,2
1052480,Adecke - Cards Games Deluxe,7.19,3,1,4
1052760,Hexa Path,1.69,2,0,2
1052850,Perplexity: Suburban Home,3.99,0,1,1
1052870,Pixel Puzzles 2: Paintings,8.50,2,0,2
1052900,Assault of the Robots,1.69,1,0,1
105300,Critical Mass,1.59,293,77,370
1053040,Zom-bie, or Not Zom-bie,0.79,2,1,3
1053060,KillStreak.tv,0.00,74,20,94
1053090,Virtual Skydiving,3.99,1,0,1
1053160,Witch Ring Meister,5.19,10,1,11
1053190,Lover Bands,1.69,5,1,6
1053250,TOK HARDCORE,0.79,19,0,19
1053300,Archibald 2,1.69,0,1,1
1053650,Drive for Your Life,0.79,18,2,20
1053660,Chaos Starter,0.79,9,6,15
1053680,Granny Simulator,3.99,13,4,17
1053730,Foxyland 2,2.09,5,0,5
1053740,Bunker - Nightmare Begins,3.99,1,0,1
1053780,Pixel Art Monster - Color by Number,2.89,3,0,3
1053960,Bot Battles,0.00,17,4,21
105420,Ms. Splosion Man,6.99,167,49,216
1054240,Easy puzzle: Animals,2.09,1,0,1
1054250,krAsAvA Shot,1.69,1,1,2
105450,Age of Empires® III: Complete Collection,29.99,13759,1801,15560
1054560,Alice in Stardom,0.00,13,1,14
1054650,JQ: cosmos,0.79,3,1,4
1054750,Magic Farm 2: Fairy Lands (Premium Edition),3.99,2,0,2
1054790,Elon Must - Road to Respect,0.79,15,1,16
1054900,DevilShaft: TheTower,4.79,0,1,1
1054930,Mine the Gold,1.69,1,3,4
1054980,The Cat and the Box,2.09,3,0,3
1055000,EndlessHell,1.50,6,6,12
1055090,Embark,19.49,73,15,88
1055140,10-4 Indirect Contact,2.89,48,5,53
1055430,Swords and Sandals Classic Collection,7.19,45,2,47
1055620,Minions Battle,0.79,15,4,19
1055690,Awakening: The Dreamless Castle,7.19,1,0,1
1055770,Metal Country,1.69,2,1,3
1055890,Game Of Puzzles: Nature,0.79,4,2,6
1055970,Argonauts Agency: Pandora's Box,4.79,1,0,1
1055990,Erannorth Reborn,8.29,6,2,8
105600,Terraria,6.99,255600,7797,263397
1056010,Не падай!,1.69,1,1,2
1056260,Eyes of Fear,0.79,6,1,7
1056470,City Zombies,1.69,2,0,2
1056500,VRLife,0.00,16,3,19
1056660,3x3 mini-Shogi,0.79,1,1,2
1056710,VTB Basketball League VR,0.00,3,0,3
105700,Tobe's Vertical Adventure,0.79,80,50,130
1057180,Border Officer,7.19,20,8,28
1057390,The Kaiju Offensive,7.19,4,1,5
1057420,Earthshakers,0.00,3,7,10
1057430,Geometry May. I swear it's a nice free game,0.00,83,15,98
1057460,Moon Pool,1.69,1,0,1
1057500,Sim 4K VR MediaPlayer,3.99,1,1,2
1057660,Candy Girl,0.79,1,1,2
1057690,Sin Slayers: The First Sin,0.00,101,29,130
1057710,Funny Bunny: Adventures,7.19,3,0,3
1058000,Rain's love memory-雨的恋记,0.00,33,2,35
105800,PixelJunk™ Eden,6.99,558,140,698
1058150,Twinkle Star - 未来はすぐそこで待っている,0.79,3,5,8
1058350,Nyasha Land of Elves,0.79,8,3,11
1058430,A Legionary's Life,6.10,22,8,30
1058590,Franchise Wars,1.69,4,0,4
1058660,ArchMMO 2,11.39,3,5,8
1058910,胜利即正义! / Victory is justice！,1.69,1,1,2
1058930,Top Burger,1.69,1,1,2
1058940,Treasure Masters, Inc.: The Lost City,5.19,1,1,2
1059090,The Underground Watcher/地下监察员,10.29,13,1,14
1059190,Skully Pinball,0.79,3,8,11
1059280,The Renovator,0.79,25,7,32
1059500,PUZZLE: OCEAN,0.79,4,1,5
1059710,New Yankee 6: In Pharaoh's Court,5.19,2,0,2
1060030,D.H.Trouble Guy,1.69,2,1,3
1060110,Space Trade Fleet 1.5,0.79,0,1,1
1060170,Azurael's Circle: Chapter 4,1.69,3,0,3
1060300,Homeless Simulator,0.79,7,8,15
1060440,Magic Clouds,0.79,3,0,3
1060770,Die, zombie sausage, die!,0.79,1,0,1
1060870,Hello, World.,2.89,0,1,1
1061230,Scream of the Viking 3,0.79,4,1,5
1061470,Nyasha Valkyrie,0.79,7,0,7
1062120,Peas Adventure,0.79,1,0,1
1062240,地铁：恐怖末班车,2.09,0,2,2
1062670,Blacksmith Run,0.79,13,0,13
1062880,Scream of the Viking REDUX,0.79,4,2,6
1063060,MonteCube Dodge,2.09,2,0,2
1063230,6120,3.99,6,5,11
1063560,12 HOURS,2.09,9,1,10
1064060,The Mystery of Bikini Island,0.79,3,0,3
1064580,CaptainMarlene,9.29,13,0,13
1064890,Old Edge II,0.79,4,0,4
1065160,Deatherem,2.09,2,2,4
1065230,Room of Pandora,2.09,3,0,3
1065570,Cyber Gun,1.69,8,1,9
1065650,Super Star Blast,3.99,0,1,1
1066700,New Yankee 7: Deer Hunters,5.19,2,0,2
10680,Aliens vs. Predator™,9.99,9448,1186,10634
1069460,Rune Lord,5.19,4,0,4
107100,Bastion,11.39,27887,1098,28985
107200,Space Pirates and Zombies,6.99,2315,202,2517
107300,Breath of Death VII,0.00,994,187,1181
107310,Cthulhu Saves the World,0.00,2868,222,3090
107410,Arma 3,29.99,105034,12524,117558
107600,Waves,3.99,974,60,1034
108110,Starpoint Gemini,10.59,35,75,110
108200,Ticket to Ride,6.99,1476,283,1759
108210,Memoir '44 Online,0.00,177,119,296
108500,Vessel,14.99,540,70,610
108600,Project Zomboid,9.99,17273,2606,19879
108700,Death Rally,6.99,376,158,534
108710,Alan Wake,11.39,22962,2163,25125
108800,Crysis 2 - Maximum Edition,19.99,6724,1432,8156
109200,Legend of Fae,6.99,77,22,99
109500,Fowl Space,3.99,116,77,193
109600,Neverwinter,0.00,18517,5297,23814
109700,Achron,14.99,54,32,86
10,Counter-Strike,7.19,124534,3339,127873
11020,TrackMania Nations Forever,0.00,8252,1244,9496
110400,inMomentum,6.99,117,40,157
11040,Sherlock Holmes - Nemesis,6.99,114,43,157
110500,Data Jammers: FastForward,0.00,54,26,80
11050,Dracula Origin,6.99,94,45,139
110600,Astro Tripper,3.99,30,26,56
110610,Alien Zombie Megadeath,3.99,47,17,64
110630,Mutant Storm: Reloaded,3.99,23,14,37
110800,L.A. Noire,19.99,14096,2315,16411
111000,The Clockwork Man,4.99,40,32,72
111010,The Clockwork Man: The Hidden World,6.99,41,20,61
111100,Snuggle Truck,3.99,363,81,444
11130,Sherlock Holmes: The Mystery of the Mummy,0.00,59,130,189
111400,Bunch of Heroes,3.99,180,206,386
11140,Sherlock Holmes: The Awakened - Remastered Edition,6.99,178,49,227
11150,Sherlock Holmes: The Silver Earring,6.99,98,54,152
111600,Serious Sam Double D XXL,6.99,514,92,606
11190,Sherlock Holmes versus Jack the Ripper,6.99,300,94,394
11200,Shadowgrounds Survivor,6.99,328,239,567
112100,Avadon: The Black Fortress,6.99,342,76,418
11230,Gumboy Tournament,1.79,351,142,493
11240,Space Trader: Merchant Marine,3.99,299,310,609
11250,Pacific Storm,5.59,20,9,29
11260,Pacific Storm Allies,5.59,78,56,134
11280,Penguins Arena: Sedna's World,4.79,902,129,1031
113020,Monaco: What's Yours Is Mine,10.99,7237,749,7986
113200,The Binding of Isaac,3.99,43227,1923,45150
11330,Obulis,3.99,586,130,716
113400,APB Reloaded,0.00,20028,11779,31807
11340,Larva Mortus,3.99,523,161,684
113420,Fallen Earth Free2Play,0.00,3938,3142,7080
11360,Chains,3.99,433,148,581
11450,Overlord™,3.49,3439,276,3715
11480,Soldiers: Heroes of World War II,3.99,273,61,334
115100,Costume Quest,6.99,2635,210,2845
115110,Stacking,6.99,1271,155,1426
115120,Iron Brigade,10.99,573,124,697
115200,Cossacks II: Napoleonic Wars,3.99,151,183,334
115210,American Conquest,3.99,180,92,272
115220,American Conquest: Fight Back,3.99,151,73,224
115320,Prototype 2,19.99,5411,2244,7655
11560,Maelstrom: The Battle for Earth Begins,3.49,69,44,113
115800,Owlboy,18.99,3542,555,4097
11590,Hospital Tycoon,3.49,175,301,476
116100,Super Toy Cars,6.99,201,132,333
